ID;Название;Регион;Город;Адрес;Индекс;Телефон;Мобильный телефон;Email;Сайт;Рубрика;Подрубрика;Время работы;Способы оплаты;whatsapp;viber;telegram;vkontakte;odnoklassniki;youtube;Факс;rutube;yandex zen;Кол-во оценок;Рейтинг;Кол-во отзывов;Широта;Долгота
106114640929;Интелгоу;Москва и Московская область;;Новорижское шоссе, 17-й километр, 1, д. Раздоры;;+7 (495) 065-50-35;;info@intelgo-cars.ru, intelgo77@gmail.com;https://intelgo-cars.ru/, https://lixiang-intelgo.ru/, https://mg-intelgo.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосалоны, Автосервисы;ежедневно, 10:00–20:00;;79299503550;;https://t.me/+79299503550;https://vk.com/intelgocars;;https://www.youtube.com/@intelgo;;;;89;4.9;50;55.790611;37.366152
106199639812;Зачипован;Москва и Московская область;;МКАД, 84-й километр, вл1, Москва;;;+7 (916) 555-68-88;chip@zachipovan.ru;https://zachipovan.ru/;Автомобили / Автосервис, услуги, Бытовые услуги / Бытовые услуги;Автосервисы, Диагностика автомобилей, Тюнинг;ежедневно, 09:00–21:00;;;;;;;;;;;200;5.0;163;55.911154;37.587146
106243258905;Олимп;Москва и Московская область;;Каширское шоссе, 29-й километр, 7, Видное;;+7 (495) 120-50-29, +7 (495) 548-88-83;+7 (916) 300-08-73;autoolimp24@yandex.ru;https://autoolimp24.ru/;Автомобили / Автосервис, услуги, Бытовые услуги / Бытовые услуги;Автосервисы, Ремонт автоэлектрики;ежедневно, 09:00–21:00;СБП, оплата кредитной картой, наличными, QR-код, оплата картой, безналичная, банковским переводом, онлайн, постоплата;;;;;;;;;;94;4.9;43;55.542466;37.773307
106310622767;Амаксавто;Москва и Московская область;;Московская область, городской округ Красногорск, Пятницкое шоссе, 7-й километр, вл262;143442;;+7 (967) 269-05-11, +7 (968) 978-66-22;amaxauto@yandex.ru;http://amaxauto.ru/;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 10:00–21:00;;79689786622;;;;;;;;;287;5.0;160;55.875827;37.335899
107825904386;Club 10;Москва и Московская область;;посёлок Горки-10, 6, корп. 1;;;+7 (916) 228-12-28, +7 (965) 229-89-21;10@detailingclub10.ru;http://detailingclub10.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа, Бытовые услуги / Бытовые услуги;Детейлинг, Кузовной ремонт, Оклейка машин;ежедневно, 10:00–21:00;скидки на услуги льготным категориям, постоплата, наличными, оплата картой, безналичная, СБП, оплата кредитной картой;79852281228;;https://t.me/detailing_club10;;;;;;;74;4.7;40;55.702301;37.025329
108046194041;ТехЦентр АвтоПапа;Москва и Московская область;;МКАД, 84-й километр, вл1, Москва;;+7 (495) 775-21-62;;avtopapa.pro@yandex.ru;https://avtopapa.pro/;Автомобили / Автосервис, услуги, Бытовые услуги / Бытовые услуги;Автосервисы, Диагностика автомобилей, Шиномонтажи;ежедневно, 09:00–21:00;наличными, оплата картой, безналичная, QR-код;74959551350;;https://t.me/avtopapa_pro;https://vk.com/avtopapa_pro;;https://www.youtube.com/avtopapa_pro;;;;1074;5.0;882;55.910954;37.58658
108369978806;Трансполюс;Москва и Московская область;;Южная ул., 20Б, п. г. т. Монино;;;+7 (909) 949-28-52, +7 (967) 105-03-50;avtomonino@yandex.ru;http://akpptrans-mo.ru/;Автомобили / Автосервис, услуги;Ремонт АКПП;пн-пт 08:00–19:00;банковским переводом, наличными;;;;;;;;;;39;4.6;30;55.844025;38.183942
108461732313;АВК Моторс;Москва и Московская область;;Новая ул., 17, рабочий посёлок Нахабино;143433;;+7 (977) 847-68-12;help@avkmotors.ru;http://avkmotors.ru/;Автомобили / Автосервис, услуги;Кузовной ремонт;пн-сб 10:00–21:00;;;;;;;;;;;9;4.4;7;55.842661;37.148571
108492882864;Грузовой Автосервис;Москва и Московская область;;д. Макеиха, 1А108;;;+7 (916) 525-26-46;otkt1@yandex.ru;http://otkt.mya5.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автомойки, Автосервисы;ежедневно, 09:00–18:00, перерыв 13:00–14:00;;;;;;;;;;;157;4.8;63;55.596646;36.362285
108512108415;Ситрак Мэйджор;Москва и Московская область;;ул. Ленина, 79, стр. 1, село Павловская Слобода;;+7 (499) 490-85-21;;hr@major-truck.ru, post@major-truck.ru;https://major-truck.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа, Производство и поставки / Машиностроение;Автосалоны, Автосервисы, Грузовая техника;"пн-пт 09:00–19:00; сб,вс 09:00–17:00";постоплата, наличными, оплата картой, банковским переводом, безналичная, онлайн;;;https://t.me/major_truck_center;https://vk.com/majortruckcenter;;https://www.youtube.com/channel/UCbsw-UsCpng3y38Aadxgznw;;;;41;4.5;9;55.813379;37.058847
108726016553;Альянс Тракс;Москва и Московская область;;Нагорная ул., 37, посёлок Битца;;+7 (495) 185-90-17;;info@alliance-trucks.ru, info@df-truck.ru, ivanov@df-truck.ru, konstantinipolsky.konstantin@df-truck.ru;http://www.alliance-trucks.ru/, https://all-dongfeng.ru/, https://alliance-compass.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа, Производство и поставки / Машиностроение;Автосалоны, Автосервисы, Грузовая техника;ежедневно, 08:00–20:00;предоплата, постоплата, наличными, оплата картой, банковским переводом, безналичная, онлайн;74955439449;;https://t.me/alliance_trucks;https://vk.com/alliancetrucks;https://ok.ru/profile/595117582892;https://www.youtube.com/channel/UCvv6Zzlz2nqMTrC6iZsbyUw;;;;282;5.0;133;55.571699;37.617937
108974210584;Рефавто;Москва и Московская область;;Нагорная ул., 11А, посёлок Битца;;;+7 (967) 064-50-60;avtoklimat@yandex.ru;http://autoterm.biz/, https://avto-term.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автокондиционеры, Автоотопители, Переоборудование авто;пн-пт 10:00–19:00;;;;;;;;;;;49;4.5;20;55.573383;37.617689
109030365822;Оранж Траксервис;Москва и Московская область;;Московская область, Раменский муниципальный округ, территориальное управление Софьинское;;;+7 (985) 239-14-73;info@orangetruck.ru, orangetrucks@yandex.ru;https://orangetruck.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автосервисы, Запчасти для грузовых автомобилей, Ремонт грузовых автомобилей;пн-сб 09:00–19:00;оплата картой, наличными, банковским переводом;79852391473;;https://t.me/+79852391473;;;;;;;20;4.9;18;55.487331;38.156292
109063913261;Интершина;Москва и Московская область;;д. Кузнецы, 76/1;;;+7 (905) 510-74-30, +7 (905) 780-21-02;info@tdintershina.ru;https://tdintershina.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Шиномонтажи, Шины и диски;"пн-пт 09:00–18:00; сб 10:00–16:00";предоплата, наличными, оплата картой, электронными деньгами, банковским переводом;;;;;;;;;;85;4.5;17;55.850995;38.661406
109153158899;Спецдрайв;Москва и Московская область;;Каширское шоссе, 23-й километр, 1, стр. 3, посёлок Совхоза имени Ленина;142717;;+7 (926) 534-81-97, +7 (965) 229-69-28;info@remont-hodovoi-spb.ru;https://specdrive.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Автомобили / Продажа;Автомагазины, Авторазборы, Автосервисы;ежедневно, 10:00–20:00;по ссылке, наложенным платежом, бесконтактная оплата, дисконтная система скидок, банковским чеком, оплата кредитной картой, СБП, оформление кредита, предоплата, онлайн, безналичная, банковским переводом, скидки на услуги льготным категориям, рассрочк;79265348197;;;;;;;;;245;4.9;78;55.588091;37.74446
109177602155;Тас Моторс;Москва и Московская область;;д. Бояркино, с11;140152;8 (800) 700-74-78;;box@tasmotors.ru, buh@tasmotors.ru, info@tasmotors.ru, trade@tasmotors.ru, zap@tasmotors.ru;https://tasmotors.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автосервисы, Запчасти для спецтехники;пн-пт 09:00–18:00;наличными, оплата картой, банковским переводом;;;https://t.me/TASMotorsBot;;;;;;;130;4.5;46;55.45723;38.304719
109519337792;Автосервис;Москва и Московская область;;Мытищи, СНТ Подрезово, 264;;;+7 (926) 424-63-75;pirogovoplus@mail.ru;https://мытищи-автосервис.рф/;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 10:00–23:00;sms-платеж, оплата картой, наличными, банковским переводом, электронными деньгами;;;;;;;;;;5;4.2;3;55.970497;37.703778
109631927788;Тех Осмотр;Москва и Московская область;;Касимовское ш., 3А, п. г. т. Малаховка;140030;+7 (495) 501-20-18;;to@kbvos.ru;http://www.kbvos.ru/;Автомобили / Автосервис, услуги;Пункты техосмотра;вт-сб 08:30–17:30;оплата кредитной картой;;;;;;;;;;187;5.0;109;55.663978;38.021872
110130509330;Auto-Udobno;Москва и Московская область;;посёлок Жилино-2, 8А;;+7 (495) 741-22-99;;info@auto-udobno.ru;https://auto-udobno.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автоаксессуары, Автокондиционеры, Автосервисы;ежедневно, 10:00–20:00;;;;;;;;;;;0;0.0;0;55.639074;37.952189
110191044859;Тейн;Москва и Московская область;;п. г. т. Путилково, территория Гринвуд, с35;143440;+7 (495) 255-39-99;;sales@tein.com;https://tein.com.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Тюнинг;"пн-пт 09:00–20:00; сб,вс 10:00–19:00";;;;;;;;;;;9;4.0;2;55.871354;37.408624
110209041312;Вайлд Вилс;Москва и Московская область;;Школьная ул., 26, посёлок Дорохово;143160;;+7 (903) 296-66-66;my@wheels-7.ru;https://wild-wheels.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автоаксессуары, Автоателье, Тюнинг;пн-сб 08:00–21:00;безналичная, СБП, наличными, банковским переводом, предоплата, оплата картой, QR-код;;;https://t.me/Wildwheelsauto;;;;;;;7;4.4;7;55.551061;36.361359
110336813482;ЛК-Шина;Москва и Московская область;;ул. Объездная Дорога, 1Г, стр. 2, посёлок Сосновый Бор;142108;;+7 (903) 675-64-90, +7 (920) 230-59-88, +7 (999) 994-90-97;alex-kova777@yandex.ru;https://lk-shina.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Шиномонтажи, Шины и диски;ежедневно, 08:00–19:00;наличными, оплата картой, банковским переводом;79036756490;;;;;;;;;32;4.2;16;55.389986;37.555158
110598853048;Life and Car;Москва и Московская область;;Московская область, городской округ Балашиха;;;+7 (985) 114-26-18;frol.vovan7@gmail.com;https://lacdetailing.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автохимчистки, Детейлинг, Кузовной ремонт;ежедневно, 10:00–20:00;постоплата, наличными, банковским переводом;79851142618;;;https://vk.com/lacdetailing;;;;;;24;4.9;22;55.795246;37.98978
111368063545;Dg Chip;Москва и Московская область;;село Боршева, 57/3;140166;;+7 (968) 409-74-89;dgchip@yandex.ru;https://dgchip.ru/;Автомобили / Автосервис, услуги;Автоателье, Автосервисы, Тюнинг;ежедневно, 10:00–21:00;наличными, банковским переводом;79684097489;;https://t.me/subamad;https://vk.com/dgchip;;https://www.youtube.com/@DG_chip;;;;17;4.8;15;55.392792;38.326936
111703221513;Zeldetel;Москва и Московская область;;Рабочая ул., 3, стр. 1, д. Елино;;+7 (495) 155-54-54;;zeldetel@internet.ru;https://zeldeteiling.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа, Бытовые услуги / Бытовые услуги;Автомойки, Детейлинг, Оклейка машин;ежедневно, 09:00–21:00;наличными, оплата картой, банковским переводом;74951555454;;https://t.me/zeldetel;https://vk.com/zeldetel;;;;;;285;5.0;168;55.985764;37.282984
112653715951;Car-translate;Москва и Московская область;;Можайское ш., вл165, рабочий посёлок Новоивановское;;;+7 (980) 395-03-41;cartranslate@yandex.ru;https://car-translate.ru/;Автомобили / Автосервис, услуги;Автосервисы, Покраска автомобилей;ежедневно, 10:00–20:00;скидки на услуги льготным категориям, дисконтная система скидок, наличными, оплата картой, электронными деньгами, банковским переводом, sms-платеж, наложенным платежом;;;;;;;;;;28;5.0;28;55.709612;37.382286
113412929053;Динамик Групп БМВ;Москва и Московская область;;Московская область, Ленинский городской округ, Варшавское шоссе, 21-й километр, с26А;;;+7 (903) 121-62-16;info@bmwdynamic.ru;https://bmwdynamic.ru/;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 10:00–20:00;оплата картой, безналичная, наличными;79031216216;https://viber.click/79031216216;https://t.me/bmwdynamicgroup;;;;;;;60;4.9;32;55.572585;37.607244
113685292179;Avtomakaroff;Москва и Московская область;;д. Татарки, 53;;;+7 (925) 888-11-50;avtomakaroff@yandex.ru;https://avtomakaroff.ru/;Автомобили / Автосервис, услуги;Автосервисы, Кузовной ремонт;ежедневно, 09:00–19:00;QR-код, оплата картой, оплата кредитной картой, наличными;79258881150;;;;;;;;;570;4.6;227;55.608346;36.826189
113797941124;АвтоРевизоръ;Москва и Московская область;;Подмосковная ул., с110/1, д. Островцы;140125;;+7 (985) 411-14-83;autorevizor77@gmail.com;http://tehosmotr-lubercy.ru/;Автомобили / Автосервис, услуги;Пункты техосмотра;"пн-пт 09:00–18:00; сб 09:00–15:00";;79854111483;;;;;;;;;124;5.0;52;55.591667;37.990532
114085985632;Автосервис Якимово 31;Москва и Московская область;;д. Якимово, 31;142432;;+7 (919) 410-00-30, +7 (926) 365-68-11;yakimovo31@mail.ru;http://yakimovo31.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы;пн-сб 09:00–21:00;;;;;;;;;;;155;4.5;66;56.02048;38.361242
114144329552;Т-Сервис;Москва и Московская область;;Московская область, Ленинский городской округ, городское поселение Горки Ленинские;;+7 (499) 444-02-02;+7 (939) 842-37-38;info@tac-service.ru, sale@avtocenter.ru;;Автомобили / Автосервис, услуги, Производство и поставки / Машиностроение;Автосервисы, Ремонт грузовых автомобилей, Ремонт двигателей;ежедневно, 08:00–20:00;СБП, банковским переводом, постоплата, оплата картой, предоплата, онлайн, наличными, безналичная, бесконтактная оплата, дисконтная система скидок;;;;https://vk.com/tacservice;;;;;;6;4.2;3;55.521292;37.764546
114690998726;Oldgarage24;Москва и Московская область;;Липкинское ш., вл9, посёлок Нагорное;;;+7 (999) 812-16-60;akpp11122023@gmail.com, fm-dk@yandex.ru, info@oldgarage24.ru;http://oldgarage24.ru/;Автомобили / Автосервис, услуги;Ремонт АКПП;ежедневно, 10:00–20:00;;;;;;;;;;;0;0.0;0;55.90256;37.626538
114984939837;Автосервис Доктор Кузов;Москва и Московская область;;Можайское ш., 159, корп. 5, рабочий посёлок Новоивановское;;+7 (499) 391-11-98;+7 (926) 612-12-59, +7 (926) 866-65-19;6121259@gmail.com, info@drkuzov.ru;http://www.drkuzov.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автосервисы, Детейлинг, Кузовной ремонт;"пн-сб 09:00–18:30; вс 09:00–17:30";постоплата, наличными, оплата картой, банковским переводом, рассрочка, безналичная, онлайн, QR-код, СБП, оплата кредитной картой, бесконтактная оплата;74993911198, 79266121259;https://viber.click/79266121259;https://t.me/Dr_Kuzov;https://vk.com/drkyzov;;https://www.youtube.com/channel/UC-rCmqA3Iq5FliTsZy99wkw, https://www.youtube.com/channel/UC-rCmqA3Iq5FliTsZy99wkw?view_as=subscriber;;;;379;5.0;248;55.711068;37.386335
115097744149;Lm Shop;Москва и Московская область;;МКАД, 55-й километр, с16, Москва;;+7 (495) 118-28-68;;ekharlamova@lmshop.ru, zakaz@lm-shop.ru;https://www.lm-shop.ru/?utm_campaign=podpiska&utm_medium=maps&utm_source=yandex, https://www.lm-shop.ru/avtoservisy;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автосервисы, Автохимия;ежедневно, 09:00–19:00;предоплата, наличными, оплата картой, безналичная, оплата кредитной картой;;;https://t.me/LMshop_official;https://vk.com/club65005530;;;;;;300;4.9;158;55.722314;37.378799
115310006709;СТО Зеленоград;Москва и Московская область;;Алабушевская ул., 37, п. г. т. Андреевка;;+7 (499) 490-45-26;+7 (925) 444-93-63, +7 (926) 365-97-62, +7 (926) 379-51-39;stozelenograd@yandex.ru;http://stozelenograd.ru/;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 10:00–20:00;банковским переводом, СБП, оплата картой, наличными, онлайн, безналичная, QR-код;89263659762;https://viber.click/89263659762;https://t.me/+79263659762;https://vk.com/stozelenograd;https://ok.ru/group/54207446581354;https://www.youtube.com/channel/UClwQmL4Uj9Sb-YWlI7dFHYg;;;;841;4.7;328;55.990972;37.140351
115794468651;Сити Гараж;Москва и Московская область;;Московская область, городской округ Красногорск, М-9 Балтия, 21-й километр, 1Б, стр. 1;;+7 (495) 664-81-98, +7 (495) 978-17-87;;info@city-garage.ru;http://www.city-garage.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автосалоны, Автосервисы, Кузовной ремонт;"пн-пт 10:00–20:00; сб 10:00–18:00";скидки на услуги льготным категориям, дисконтная система скидок, предоплата, постоплата, наличными, оплата картой, электронными деньгами, банковским переводом, sms-платеж, наложенным платежом, рассрочка, безналичная, онлайн, QR-код, СБП, оплата креди;74956497111;https://viber.click/79015171787;https://t.me/CityGarage;;;;;;;151;4.7;43;55.804108;37.296374
115999845929;Автотехцентр 999;Москва и Московская область;;Московская ул., вл63, село Немчиновка;;+7 (495) 784-29-99;+7 (915) 313-94-89;9786774@mail.ru;http://999service.ru/;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 09:00–19:00;оплата картой, оплата кредитной картой, СБП, QR-код, безналичная, наличными, бесконтактная оплата, онлайн;79104590999;;https://t.me/Tehcentr999parts;;;;;;;12;4.5;9;55.725936;37.37878
116514833288;ТракХолдинг;Москва и Московская область;;Московская область, городской округ Солнечногорск, территория Индустриальный парк Чашниково, 8/1;;+7 (495) 138-75-60, 8 (800) 200-52-51;;ch1@truck-holding.ru, davydov.p@truck-holding.ru, leasing.kamaz@truck-holding.ru, marketing@truck-holding.ru, ok@truck-holding.ru, sales@truck-holding.ru, service@truck-holding.ru, tender@truck-holding.ru, vorona.v@truck-holding.ru;http://www.truck-holding.ru/;Автомобили / Автосервис, услуги, Производство и поставки / Машиностроение;Автосервисы, Грузовая техника, Ремонт грузовых автомобилей;ежедневно, 08:00–20:00;предоплата, постоплата, наличными, оплата картой, банковским переводом, безналичная, оплата кредитной картой;;;;;;;;;;134;4.6;38;56.037971;37.159441
116984604606;Панавто Запад;Москва и Московская область;;Торговая ул., 4, стр. 1, п. г. т. Заречье;143085;+7 (495) 241-80-68;;info@panavto.ru;https://www.panavto.ru/?utm_campaign=panavto&utm_content=&utm_medium=maps&utm_source=ym&utm_term=;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосалоны, Автосервисы;ежедневно, 09:00–22:00;наличными, оплата картой, рассрочка, оформление кредита;;;https://t.me/panavto_life;;;;;;;107;5.0;55;55.685239;37.413484
117191183783;Zsv Group;Москва и Московская область;;Можайское ш., 159, корп. 9, п. г. т. Новоивановское;143026;+7 (495) 540-40-74;+7 (965) 229-85-34;info@avtozveno.ru, opt.zsv@yandex.ru, zsvmuflers@yandex.ru;http://zsvgroup.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы, Шиномонтажи;"пн-пт 10:00–20:00; сб,вс 10:00–18:00";оплата кредитной картой, по ссылке, дисконтная система скидок, бесконтактная оплата, наличными, QR-код, рассрочка, оплата картой, безналичная, постоплата, банковским переводом, предоплата, наложенным платежом, СБП;79015192864;;https://t.me/ZSVmuffler;https://vk.com/zsvgroupofficial;;;;https://rutube.ru/channel/55060293;;21;4.7;10;55.711387;37.384361
117684093109;Дизель Клиник;Москва и Московская область;;Можайское ш., 159, корп. 6, рабочий посёлок Новоивановское;;;+7 (977) 656-09-00;sprite@2x.basic, sprite@2x.dark, turbin2022@yandex.ru;https://dieselclinic.ru/;Автомобили / Автосервис, услуги;Ремонт турбин;ежедневно, 10:00–20:00;;79776560900;;;;;;;;;6;4.3;4;55.710814;37.385547
117838667580;Вараоса;Москва и Московская область;;д. Часовня, 30А;;+7 (495) 783-89-82, +7 (499) 515-55-68;+7 (929) 648-29-69;service@varaosa.ru;https://rulevaja-rejka-remont.ru/lyubertsy/?roistat=yandex.business_remontreek_lyubercy;Автомобили / Автосервис, услуги, Бытовые услуги / Бытовые услуги;Автосервисы, Диагностика автомобилей;"пн-сб 09:00–20:00; вс 09:00–18:00";дисконтная система скидок, предоплата, постоплата, наличными, оплата картой, электронными деньгами, банковским переводом, рассрочка, безналичная, QR-код, оплата кредитной картой, оформление кредита;74957838982;;;;;;;;;769;5.0;397;55.642311;37.936756
117949888133;РемонтФар Pro;Москва и Московская область;;Троицкая ул., 34, д. Жабкино;;+7 (495) 505-36-12;+7 (999) 099-69-05;remontfarpro@mail.ru;http://remontfar.pro/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автосвет, Тюнинг;ежедневно, 10:00–20:00;;79255053612;https://viber.click/79255053612;;;;;;;;92;5.0;56;55.554886;37.630488
118180524948;Мир Больших Колес;Москва и Московская область;;д. Стрелково, 33А;142143;+7 (495) 540-40-69, 8 (800) 555-40-51;;info@mbk-global.com;http://www.mbk-global.com/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Производство и поставки / Электроника и электротехника;Аккумуляторы и зарядные устройства, Шиномонтажи, Шины и диски;"пн-пт 08:00–20:00; сб,вс 09:00–18:00";предоплата, постоплата, наличными, оплата картой, банковским переводом, безналичная, онлайн, QR-код, СБП, оплата кредитной картой, оформление кредита, бесконтактная оплата;79613311321;;https://t.me/+79613311321;;;;;;;181;5.0;95;55.462487;37.616773
118228606299;ТрансЭнергоСервис;Москва и Московская область;;Московская область, посёлок городского типа Серебряные Пруды;;;+7 (926) 341-95-07;https@static.ctctcdn, https@www.instagram, https@www.linkedin, https@www.youtube, transenergoservice@yandex.ru;http://www.transenergoservice.ru/;Автомобили / Автосервис, услуги, Производство и поставки / Машиностроение;Автосервисы, Грузовая техника, Ремонт АКПП;пн-сб 09:00–19:00;;;;;;;;;;;16;4.3;5;54.457053;38.733909
118273519139;Надежный контакт;Москва и Московская область;;Новорязанское шоссе, 27-й километр, 2/11, посёлок Жилино-1;;+7 (495) 660-30-60;;6603060@mail.ru;https://ncont.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Производство и поставки / Машиностроение;Автосервисы, Грузовая техника, Тахографы;пн-пт 08:30–19:00;;79168704663;;https://t.me/ncont_ru;;;https://www.youtube.com/channel/UCgUANolmCsSNgb5yM-bWkmQ;;;;736;4.7;267;55.622155;37.960779
119621221678;Бригс;Москва и Московская область;;;;;+7 (926) 382-29-49;contact@speakup.us, info@brig-s.com;http://allt.ru.com/, https://brig-s.com/, https://taplink.cc/alex.brig;Автомобили / Автосервис, услуги;Автосервисы, Тюнинг;пн-пт 10:00–19:00;наличными, оплата картой, банковским переводом;79263822949;;;;;;;;;25;4.4;7;55.72307;37.372393
119735569128;ШиныTonar;Москва и Московская область;;Московская область, Раменский городской округ, А-107, Рязанско-Каширский перегон, 9-й километр;;;+7 (915) 356-10-37;info@shinatonar.ru, support@axelname.ru;;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Шиномонтажи, Шины и диски;ежедневно, круглосуточно;предоплата, постоплата, наличными, электронными деньгами, банковским переводом, безналичная;79688855664;https://viber.click/79688855664;;;;;;;;56;4.3;31;55.37849;38.174148
119859495945;Пан Ладусь;Москва и Московская область;;д. Вырубово, 160, стр. 7;143006;;+7 (965) 229-80-93;panladusinfo@mail.ru;http://www.panladus.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автоателье, Детейлинг;вт-сб 10:00–20:00;;79099797903;https://viber.click/79099797903;;;;;;;;23;4.8;15;55.673965;37.30848
119911597134;Vsbus Клубный Автосервис;Москва и Московская область;;ул. Академика Горячкина, 120А, посёлок Подольской машинно-испытательной станции;;+7 (499) 964-54-64;+7 (977) 499-42-10;vsbuservice@yandex.ru;http://vsbus.ru/;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 10:00–18:00;скидки на услуги льготным категориям, дисконтная система скидок, предоплата, постоплата, наличными, оплата картой, банковским переводом, безналичная, онлайн;79774994210;;;;;;;;;95;4.9;43;55.352815;37.544172
120266795294;Мотошиномонтаж;Москва и Московская область;;3-й Гаражный пр., 76, территория ГК Связист, посёлок радиоцентра Романцево;;;+7 (916) 414-30-67;ross-moto@mail.ru, ross-moto@ross-moto.ru;;Автомобили / Автосервис, услуги, Спорт / Спортивные товары;Автосервисы, Ремонт мототехники, Шиномонтажи;"пн-пт 10:00–22:00; сб,вс 10:00–20:00";скидки на услуги льготным категориям, предоплата, наличными, оплата картой, банковским переводом, безналичная, онлайн, СБП;;;;;;;;;;13;4.3;2;55.308013;37.579492
120436391838;РесурсРеек;Москва и Московская область;;ул. Барышиха, 57В, Москва;143442;;+7 (909) 902-22-38;info@resursreek.ru;http://resursreek.ru/;Автомобили / Автосервис, услуги;Автосервисы;"пн-пт 09:00–20:00; сб,вс 10:00–18:00";;;;;;;;;;;27;4.2;15;55.861166;37.343515
120572354986;Территория тонирования;Москва и Московская область;;д. Малые Вязёмы, 88;;;+7 (925) 800-00-66;tonirovka-okleyka@yandex.ru;https://tonirovka-okleyka.ru/;Автомобили / Автосервис, услуги;Тонировка авто;"пн-пт 10:00–18:00; сб,вс 10:00–15:00";скидки на услуги льготным категориям, постоплата, наличными, рассрочка, безналичная, онлайн;79258000066;;;;;;;;;88;5.0;59;55.631638;37.028545
120785645149;Спецтехника;Москва и Московская область;;;;;+7 (925) 681-82-87, +7 (932) 681-68-66;director@ligaexpress.ru;http://spets-tehnika-fruktovyj-tupik.clients.site/, http://www.haskad-st.ru/;Автомобили / Автосервис, услуги, Производство и поставки / Машиностроение, Строительство и недвижимость / Строительное оборудование и техника;Автоэвакуаторы, Дорожная техника, Спецтехника;ежедневно, 10:00–20:00;СБП, оплата кредитной картой, QR-код, безналичная, оплата картой, банковским переводом, наличными;79326816866;;;;;;;;;0;0.0;0;55.829062;38.193276
121269467113;DongFeng Major Truck;Москва и Московская область;;ул. Ленина, вл79, село Павловская Слобода;;+7 (499) 490-85-21;;hr@major-truck.ru, post@major-truck.ru;http://www.major-df.ru/?utm_source=Яндекс_карты_ДФ, https://major-truck.ru/?utm_source=Яндекс_карты_ДФ;Автомобили / Автосервис, услуги, Автомобили / Продажа, Производство и поставки / Машиностроение;Автосалоны, Автосервисы, Грузовая техника;"пн-пт 09:00–19:00; сб,вс 09:00–17:00";наличными, оплата картой, банковским переводом;;;https://t.me/major_truck_center;https://vk.com/majortruckcenter;;https://www.youtube.com/channel/UCbsw-UsCpng3y38Aadxgznw;;;;13;3.8;6;55.812762;37.058712
121368097859;Автокарамболь;Москва и Московская область;;МКАД, 32-й километр, с1, Москва;142718;+7 (499) 715-80-31;;info@autokarambol.ru;http://autokarambol.ru/, https://www.drive2.ru/users/autokarambol/;Автомобили / Автосервис, услуги, Производство и поставки / Машиностроение;Ремонт двигателей, Ремонт турбин;"пн-пт 09:00–19:00; сб 09:00–18:00";наличными, оплата картой, банковским переводом, безналичная, онлайн, оплата кредитной картой;74996477495;;;;;;;;;162;4.9;104;55.573966;37.618364
